YR	COUNTRY	CHEMICAL NAME	# CHEM CVRD	% CVRD	# FND CHEM	% FND	VIOL RES	% VIOL
2011 	AFGHANISTAN 	CHLORDANE (TOTAL) 	4	57	0	0	0	0
2011 	AFGHANISTAN 	CHLORDIMEFORM 	4	57	0	0	0	0
2011 	AFGHANISTAN 	CHLORFENVINPHOS (TOTAL) 	4	57	0	0	0	0
2011 	AFGHANISTAN 	CHLORFLUAZURON 	2	29	0	0	0	0
2011 	AFGHANISTAN 	CHLOROBENZILATE 	4	57	0	0	0	0
2011 	AFGHANISTAN 	CHLORONEB 	4	57	0	0	0	0
2011 	AFGHANISTAN 	CHLOROTHALONIL 	4	57	0	0	0	0
2011 	AFGHANISTAN 	CHLOROTOLURON 	2	29	0	0	0	0
2011 	AFGHANISTAN 	CHLOROXURON 	2	29	0	0	0	0
2011 	AFGHANISTAN 	CHLORPROPHAM 	4	57	0	0	0	0
2011 	AFGHANISTAN 	CHLORPYRIFOS 	4	57	0	0	0	0
2011 	AFGHANISTAN 	CHLORPYRIFOS METHYL 	4	57	0	0	0	0
2011 	AFGHANISTAN 	CHLORPYRIFOS OXYGEN ANALOG 	4	57	0	0	0	0
2011 	AFGHANISTAN 	CHLORTHIOPHOS 	4	57	0	0	0	0
2011 	AFGHANISTAN 	CIS-DIMETHOMORPH 	4	57	0	0	0	0
2011 	AFGHANISTAN 	CLETHODIM 	2	29	0	0	0	0
2011 	AFGHANISTAN 	CLOFENTEZINE 	2	29	0	0	0	0
2011 	AFGHANISTAN 	CLOMAZONE 	4	57	0	0	0	0
2011 	AFGHANISTAN 	CLOTHIANIDIN 	2	29	0	0	0	0
2011 	AFGHANISTAN 	COUMAPHOS 	4	57	0	0	0	0
2011 	AFGHANISTAN 	CUMYLURON 	2	29	0	0	0	0
2011 	AFGHANISTAN 	CYANAZINE 	4	57	0	0	0	0
2011 	AFGHANISTAN 	CYANOFENPHOS 	4	57	0	0	0	0
2011 	AFGHANISTAN 	CYANOPHOS 	4	57	0	0	0	0
2011 	AFGHANISTAN 	CYAZOFAMID 	2	29	0	0	0	0
2011 	AFGHANISTAN 	CYCLOATE 	4	57	0	0	0	0
2011 	AFGHANISTAN 	CYCLURON 	4	57	0	0	0	0
2011 	AFGHANISTAN 	CYFLUFENAMID 	2	29	0	0	0	0
2011 	AFGHANISTAN 	CYMOXANIL 	2	29	0	0	0	0
2011 	AFGHANISTAN 	CYPERMETHRIN 	4	57	0	0	0	0
2011 	AFGHANISTAN 	CYPROCONAZOLE 	4	57	0	0	0	0
2011 	AFGHANISTAN 	CYPRODINIL 	4	57	0	0	0	0
2011 	AFGHANISTAN 	CYROMAZINE (TOTAL) 	2	29	0	0	0	0
2011 	AFGHANISTAN 	DAIMURON 	2	29	0	0	0	0
2011 	AFGHANISTAN 	DCPA 	4	57	0	0	0	0
2011 	AFGHANISTAN 	DDT (TOTAL) 	5	71	1	20	0	0
2011 	AFGHANISTAN 	DEF 	4	57	0	0	0	0
2011 	AFGHANISTAN 	DELTAMETHRIN 	4	57	0	0	0	0
2011 	AFGHANISTAN 	DEMETON-S SULFONE 	4	57	0	0	0	0
2011 	AFGHANISTAN 	DESMEDIPHAM 	4	57	0	0	0	0
2011 	AFGHANISTAN 	DIAFENTHIURON 	2	29	0	0	0	0
2011 	AFGHANISTAN 	DIALLATE 	4	57	0	0	0	0
2011 	AFGHANISTAN 	DIAZINON 	4	57	0	0	0	0
2011 	AFGHANISTAN 	DIAZINON OXYGEN ANALOG 	4	57	0	0	0	0
2011 	AFGHANISTAN 	DICHLOBENIL 	4	57	0	0	0	0
2011 	AFGHANISTAN 	DICHLOFLUANID 	4	57	0	0	0	0
2011 	AFGHANISTAN 	DICHLORVOS 	4	57	0	0	0	0
2011 	AFGHANISTAN 	DICLOBUTRAZOL 	2	29	0	0	0	0
2011 	AFGHANISTAN 	DICLORAN 	4	57	0	0	0	0
2011 	AFGHANISTAN 	DICOFOL (TOTAL) 	4	57	0	0	0	0
2011 	AFGHANISTAN 	DICROTOPHOS 	4	57	0	0	0	0
2011 	AFGHANISTAN 	DIELDRIN (TOTAL) 	4	57	0	0	0	0
2011 	AFGHANISTAN 	DIETHOFENCARB 	4	57	0	0	0	0
2011 	AFGHANISTAN 	DIFENOCONAZOLE 	4	57	0	0	0	0
2011 	AFGHANISTAN 	DIFLUBENZURON 	2	29	0	0	0	0
2011 	AFGHANISTAN 	DIMETHACHLOR 	4	57	0	0	0	0
2011 	AFGHANISTAN 	DIMETHENAMID 	2	29	0	0	0	0
2011 	AFGHANISTAN 	DIMETHOATE 	4	57	0	0	0	0
2011 	AFGHANISTAN 	DIMETHOMORPH 	4	57	0	0	0	0
2011 	AFGHANISTAN 	DIMOXYSTROBIN 	2	29	0	0	0	0
2011 	AFGHANISTAN 	DINICONAZOLE 	2	29	0	0	0	0
2011 	AFGHANISTAN 	DINITRAMINE 	4	57	0	0	0	0
2011 	AFGHANISTAN 	DINOTEFURAN 	2	29	0	0	0	0
2011 	AFGHANISTAN 	DIOXACARB 	4	57	0	0	0	0
2011 	AFGHANISTAN 	DIOXATHION 	4	57	0	0	0	0
2011 	AFGHANISTAN 	DIPHENAMID 	4	57	0	0	0	0
2011 	AFGHANISTAN 	DIPHENYLAMINE 	4	57	0	0	0	0
2011 	AFGHANISTAN 	DISULFOTON 	4	57	0	0	0	0
2011 	AFGHANISTAN 	DIURON 	2	29	0	0	0	0
2011 	AFGHANISTAN 	DNOC 	2	29	0	0	0	0
2011 	AFGHANISTAN 	DORAMECTIN 	2	29	0	0	0	0
2011 	AFGHANISTAN 	EDIFENPHOS 	4	57	0	0	0	0
2011 	AFGHANISTAN 	EMAMECTIN BENZOATE 	2	29	0	0	0	0
2011 	AFGHANISTAN 	ENDOSULFAN (TOTAL) 	4	57	0	0	0	0
2011 	AFGHANISTAN 	ENDRIN (TOTAL) 	4	57	0	0	0	0
2011 	AFGHANISTAN 	EPN 	4	57	0	0	0	0
2011 	AFGHANISTAN 	EPOXICONAZOLE 	4	57	0	0	0	0
2011 	AFGHANISTAN 	EPRINOMECTIN 	2	29	0	0	0	0
2011 	AFGHANISTAN 	EPTC 	4	57	0	0	0	0
2011 	AFGHANISTAN 	ESFENVALERATE 	4	57	0	0	0	0
2011 	AFGHANISTAN 	ESPROCARB 	2	29	0	0	0	0
2011 	AFGHANISTAN 	ETACONAZOLE 	4	57	0	0	0	0
2011 	AFGHANISTAN 	ETHABOXAM 	2	29	0	0	0	0
2011 	AFGHANISTAN 	ETHALFLURALIN 	4	57	0	0	0	0
2011 	AFGHANISTAN 	ETHIDIMURON 	2	29	0	0	0	0
2011 	AFGHANISTAN 	ETHIOFENCARB 	4	57	0	0	0	0
2011 	AFGHANISTAN 	ETHIOLATE 	4	57	0	0	0	0
2011 	AFGHANISTAN 	ETHION 	4	57	0	0	0	0
2011 	AFGHANISTAN 	ETHION OXYGEN ANALOG 	4	57	0	0	0	0
2011 	AFGHANISTAN 	ETHIPROLE 	2	29	0	0	0	0
2011 	AFGHANISTAN 	ETHIRIMOL 	2	29	0	0	0	0
2011 	AFGHANISTAN 	ETHOFUMESATE 	4	57	0	0	0	0
2011 	AFGHANISTAN 	ETHOPROP 	4	57	0	0	0	0
2011 	AFGHANISTAN 	ETHOXYQUIN 	4	57	0	0	0	0
2011 	AFGHANISTAN 	ETOBENZANID 	2	29	0	0	0	0
2011 	AFGHANISTAN 	ETOFENPROX 	4	57	0	0	0	0
2011 	AFGHANISTAN 	ETOXAZOLE 	2	29	0	0	0	0
2011 	AFGHANISTAN 	ETRIDIAZOLE 	4	57	0	0	0	0
2011 	AFGHANISTAN 	FAMOXADONE 	4	57	0	0	0	0
2011 	AFGHANISTAN 	FENAMIDONE 	2	29	0	0	0	0
2011 	AFGHANISTAN 	FENAMIPHOS (TOTAL) 	4	57	0	0	0	0
2011 	AFGHANISTAN 	FENARIMOL 	4	57	0	0	0	0
2011 	AFGHANISTAN 	FENAZAQUIN 	4	57	0	0	0	0
2011 	AFGHANISTAN 	FENBUCONAZOLE 	4	57	0	0	0	0
2011 	AFGHANISTAN 	FENFURAM 	4	57	0	0	0	0
2011 	AFGHANISTAN 	FENHEXAMID 	4	57	0	0	0	0
2011 	AFGHANISTAN 	FENITROTHION 	4	57	0	0	0	0
2011 	AFGHANISTAN 	FENOBUCARB 	2	29	0	0	0	0
2011 	AFGHANISTAN 	FENOXYCARB 	4	57	0	0	0	0
2011 	AFGHANISTAN 	FENPROPATHRIN 	4	57	0	0	0	0
2011 	AFGHANISTAN 	FENPROPIMORPH 	4	57	0	0	0	0
2011 	AFGHANISTAN 	"FENPYROXIMATE, E- "	2	29	0	0	0	0
2011 	AFGHANISTAN 	FENTHION (TOTAL) 	4	57	0	0	0	0
2011 	AFGHANISTAN 	FENURON 	2	29	0	0	0	0
2011 	AFGHANISTAN 	FENVALERATE 	4	57	0	0	0	0
2011 	AFGHANISTAN 	FIPRONIL 	4	57	0	0	0	0
2011 	AFGHANISTAN 	FLONICAMID 	2	29	0	0	0	0
2011 	AFGHANISTAN 	FLUBENDIAMIDE 	2	29	0	0	0	0
2011 	AFGHANISTAN 	FLUCHLORALIN 	4	57	0	0	0	0
2011 	AFGHANISTAN 	FLUCYTHRINATE (PAYOFF) 	4	57	0	0	0	0
2011 	AFGHANISTAN 	FLUDIOXONIL 	4	57	0	0	0	0
2011 	AFGHANISTAN 	FLUFENOXURON 	2	29	0	0	0	0
2011 	AFGHANISTAN 	FLUOMETURON 	2	29	0	0	0	0
2011 	AFGHANISTAN 	FLUOXASTROBIN 	2	29	0	0	0	0
2011 	AFGHANISTAN 	FLUQUINCONAZOLE 	4	57	0	0	0	0
2011 	AFGHANISTAN 	FLURIDONE 	4	57	0	0	0	0
2011 	AFGHANISTAN 	FLUSILAZOLE 	4	57	0	0	0	0
2011 	AFGHANISTAN 	FLUTHIACET-METHYL 	2	29	0	0	0	0
2011 	AFGHANISTAN 	FLUTOLANIL 	4	57	0	0	0	0
2011 	AFGHANISTAN 	FLUTRIAFOL 	2	29	0	0	0	0
2011 	AFGHANISTAN 	FLUVALINATE 	4	57	0	0	0	0
2011 	AFGHANISTAN 	FOE 5043 (FLUFENACET) 	2	29	0	0	0	0
2011 	AFGHANISTAN 	FOLPET 	4	57	0	0	0	0
2011 	AFGHANISTAN 	FONOFOS 	4	57	0	0	0	0
2011 	AFGHANISTAN 	FORCHLORFENURON 	2	29	0	0	0	0
2011 	AFGHANISTAN 	FORMETANATE 	2	29	0	0	0	0
2011 	AFGHANISTAN 	FORMETANATE HYDROCHLORIDE 	2	29	0	0	0	0
2011 	AFGHANISTAN 	FUBERIDAZOLE 	4	57	0	0	0	0
2011 	AFGHANISTAN 	FURALAXYL 	2	29	0	0	0	0
2011 	AFGHANISTAN 	FURATHIOCARB 	2	29	0	0	0	0
2011 	AFGHANISTAN 	GARDONA (TETRACHLORVINPHOS) 	4	57	0	0	0	0
2011 	AFGHANISTAN 	HALOFENOZIDE 	2	29	0	0	0	0
2011 	AFGHANISTAN 	HEPTACHLOR (TOTAL) 	4	57	0	0	0	0
2011 	AFGHANISTAN 	HEPTENOPHOS 	4	57	0	0	0	0
2011 	AFGHANISTAN 	HEXACHLOROBENZENE 	4	57	0	0	0	0
2011 	AFGHANISTAN 	HEXACONAZOLE 	4	57	0	0	0	0
2011 	AFGHANISTAN 	HEXAFLUMURON 	2	29	0	0	0	0
2011 	AFGHANISTAN 	HEXAZINONE 	4	57	0	0	0	0
2011 	AFGHANISTAN 	HEXYTHIAZOX 	4	57	0	0	0	0
2011 	AFGHANISTAN 	HYDRAMETHYLNON 	2	29	0	0	0	0
2011 	AFGHANISTAN 	IMAZALIL 	4	57	0	0	0	0
2011 	AFGHANISTAN 	IMIBENCONAZOLE 	2	29	0	0	0	0
2011 	AFGHANISTAN 	IMIDACLOPRID 	2	29	0	0	0	0
2011 	AFGHANISTAN 	INDOXACARB 	2	29	0	0	0	0
2011 	AFGHANISTAN 	IPCONAZOLE 	2	29	0	0	0	0
2011 	AFGHANISTAN 	IPRODIONE 	4	57	0	0	0	0
2011 	AFGHANISTAN 	IPROVALICARB 	2	29	0	0	0	0
2011 	AFGHANISTAN 	ISOCARBAMID 	4	57	0	0	0	0
2011 	AFGHANISTAN 	ISOCARBOPHOS 	4	57	0	0	0	0
2011 	AFGHANISTAN 	ISOFENPHOS 	4	57	0	0	0	0
2011 	AFGHANISTAN 	ISOPROCARB 	4	57	0	0	0	0
2011 	AFGHANISTAN 	ISOPROPALIN 	4	57	0	0	0	0
2011 	AFGHANISTAN 	ISOPROTHIOLANE 	4	57	0	0	0	0
2011 	AFGHANISTAN 	ISOPROTURON 	4	57	0	0	0	0
2011 	AFGHANISTAN 	ISOXAFLUTOLE 	2	29	0	0	0	0
2011 	AFGHANISTAN 	IVERMECTIN 	2	29	0	0	0	0
2011 	AFGHANISTAN 	KRESOXIM-METHYL 	4	57	0	0	0	0
2011 	AFGHANISTAN 	LACTOFEN (TOTAL*) 	2	29	0	0	0	0
2011 	AFGHANISTAN 	LAMBDA-CYHALOTHRIN 	4	57	0	0	0	0
2011 	AFGHANISTAN 	LENACIL 	4	57	0	0	0	0
2011 	AFGHANISTAN 	LEPTOPHOS 	4	57	0	0	0	0
2011 	AFGHANISTAN 	LINDANE 	4	57	0	0	0	0
2011 	AFGHANISTAN 	LINURON 	4	57	0	0	0	0
2011 	AFGHANISTAN 	LUFENURON 	4	57	0	0	0	0
2011 	AFGHANISTAN 	MALATHION 	4	57	0	0	0	0
2011 	AFGHANISTAN 	MALATHION OXYGEN ANALOG 	4	57	0	0	0	0
2011 	AFGHANISTAN 	MANDIPROPAMIDE 	2	29	0	0	0	0
2011 	AFGHANISTAN 	MEFENACET 	2	29	0	0	0	0
2011 	AFGHANISTAN 	MEPANIPYRIM 	2	29	0	0	0	0
2011 	AFGHANISTAN 	MEPRONIL 	2	29	0	0	0	0
2011 	AFGHANISTAN 	MESOTRIONE 	2	29	0	0	0	0
2011 	AFGHANISTAN 	METAFLUMIZONE 	2	29	0	0	0	0
2011 	AFGHANISTAN 	METALAXYL (TOTAL) 	4	57	0	0	0	0
2011 	AFGHANISTAN 	METCONAZOLE 	2	29	0	0	0	0
2011 	AFGHANISTAN 	METHABENZTHIAZURON 	4	57	0	0	0	0
2011 	AFGHANISTAN 	METHAMIDOPHOS 	4	57	0	0	0	0
2011 	AFGHANISTAN 	METHIDATHION 	4	57	0	0	0	0
2011 	AFGHANISTAN 	METHIOCARB 	4	57	0	0	0	0
2011 	AFGHANISTAN 	METHOMYL 	2	29	0	0	0	0
2011 	AFGHANISTAN 	METHOPROTRYNE 	4	57	0	0	0	0
2011 	AFGHANISTAN 	METHOXYCHLOR (TOTAL) 	4	57	0	0	0	0
2011 	AFGHANISTAN 	METHOXYFENOZIDE 	2	29	0	0	0	0
2011 	AFGHANISTAN 	METOBROMURON 	2	29	0	0	0	0
2011 	AFGHANISTAN 	METOLACHLOR 	4	57	0	0	0	0
2011 	AFGHANISTAN 	METOLCARB 	4	57	0	0	0	0
2011 	AFGHANISTAN 	METRAFENONE 	2	29	0	0	0	0
2011 	AFGHANISTAN 	METRIBUZIN (TOTAL) 	4	57	0	0	0	0
2011 	AFGHANISTAN 	MEVINPHOS (TOTAL) 	4	57	0	0	0	0
2011 	AFGHANISTAN 	MEXACARBATE 	4	57	0	0	0	0
2011 	AFGHANISTAN 	MGK 264 	4	57	0	0	0	0
2011 	AFGHANISTAN 	MIREX (TOTAL) 	4	57	0	0	0	0
2011 	AFGHANISTAN 	MOLINATE 	4	57	0	0	0	0
2011 	AFGHANISTAN 	MONOCROTOPHOS 	4	57	0	0	0	0
2011 	AFGHANISTAN 	MONOLINURON 	4	57	0	0	0	0
2011 	AFGHANISTAN 	MOXIDECTIN 	2	29	0	0	0	0
2011 	AFGHANISTAN 	MYCLOBUTANIL 	4	57	0	0	0	0
2011 	AFGHANISTAN 	NAPROPAMIDE 	4	57	0	0	0	0
2011 	AFGHANISTAN 	NEBURON 	2	29	0	0	0	0
2011 	AFGHANISTAN 	NITENPYRAM 	2	29	0	0	0	0
2011 	AFGHANISTAN 	NITROTHAL-ISOPROPYL 	4	57	0	0	0	0
2011 	AFGHANISTAN 	NORFLURAZON (TOTAL) 	2	29	0	0	0	0
2011 	AFGHANISTAN 	NOVALURON 	2	29	0	0	0	0
2011 	AFGHANISTAN 	NUARIMOL 	4	57	0	0	0	0
2011 	AFGHANISTAN 	OCTHILINONE 	4	57	0	0	0	0
2011 	AFGHANISTAN 	OMETHOATE 	4	57	0	0	0	0
2011 	AFGHANISTAN 	OXADIAZON 	4	57	0	0	0	0
2011 	AFGHANISTAN 	OXADIXYL 	4	57	0	0	0	0
2011 	AFGHANISTAN 	OXAMYL 	2	29	0	0	0	0
2011 	AFGHANISTAN 	OXYDEMETON-METHYL (TOTAL) 	4	57	0	0	0	0
2011 	AFGHANISTAN 	PACLOBUTRAZOL 	2	29	0	0	0	0
2011 	AFGHANISTAN 	PARATHION 	4	57	0	0	0	0
2011 	AFGHANISTAN 	PARATHION OXYGEN ANALOG 	4	57	0	0	0	0
2011 	AFGHANISTAN 	PARATHION-METHYL 	4	57	0	0	0	0
2011 	AFGHANISTAN 	PARATHION-METHYL OXYGEN ANALOG 	4	57	0	0	0	0
2011 	AFGHANISTAN 	PEBULATE 	4	57	0	0	0	0
2011 	AFGHANISTAN 	PENCONAZOLE 	4	57	0	0	0	0
2011 	AFGHANISTAN 	PENCYCURON 	2	29	0	0	0	0
2011 	AFGHANISTAN 	PENDIMETHALIN 	4	57	0	0	0	0
2011 	AFGHANISTAN 	PENTACHLOROBENZENE 	4	57	0	0	0	0
2011 	AFGHANISTAN 	PENTACHLOROBENZONITRILE 	4	57	0	0	0	0
2011 	AFGHANISTAN 	PERMETHRIN (TOTAL) 	4	57	0	0	0	0
2011 	AFGHANISTAN 	PHENMEDIPHAM 	4	57	0	0	0	0
2011 	AFGHANISTAN 	PHENOTHRIN 	4	57	0	0	0	0
2011 	AFGHANISTAN 	"PHENYLPHENOL, O- "	4	57	0	0	0	0
2011 	AFGHANISTAN 	PHORATE 	4	57	0	0	0	0
2011 	AFGHANISTAN 	PHORATE METABOLITES (TOTAL) 	4	57	0	0	0	0
2011 	AFGHANISTAN 	PHOSALONE 	4	57	0	0	0	0
2011 	AFGHANISTAN 	PHOSMET 	4	57	0	0	0	0
2011 	AFGHANISTAN 	PHOSMET OXYGEN ANALOG 	4	57	0	0	0	0
2011 	AFGHANISTAN 	PHOXIM 	2	29	0	0	0	0
2011 	AFGHANISTAN 	PICOXYSTROBIN 	2	29	0	0	0	0
2011 	AFGHANISTAN 	PIPERONYL BUTOXIDE 	4	57	0	0	0	0
2011 	AFGHANISTAN 	PIRIMICARB 	4	57	0	0	0	0
2011 	AFGHANISTAN 	PIRIMIPHOS-METHYL 	4	57	0	0	0	0
2011 	AFGHANISTAN 	PROCHLORAZ 	4	57	0	0	0	0
2011 	AFGHANISTAN 	PROCYMIDONE 	4	57	0	0	0	0
2011 	AFGHANISTAN 	PROFENOFOS 	4	57	0	0	0	0
2011 	AFGHANISTAN 	PROFLURALIN 	4	57	0	0	0	0
2011 	AFGHANISTAN 	PROMECARB 	4	57	0	0	0	0
2011 	AFGHANISTAN 	PROMETON 	4	57	0	0	0	0
2011 	AFGHANISTAN 	PROMETRYN 	4	57	0	0	0	0
2011 	AFGHANISTAN 	PRONAMIDE 	4	57	0	0	0	0
2011 	AFGHANISTAN 	PROPACHLOR 	4	57	0	0	0	0
2011 	AFGHANISTAN 	PROPAMOCARB 	2	29	0	0	0	0
2011 	AFGHANISTAN 	PROPANIL 	4	57	0	0	0	0
2011 	AFGHANISTAN 	PROPARGITE 	4	57	0	0	0	0
2011 	AFGHANISTAN 	PROPAZINE 	2	29	0	0	0	0
2011 	AFGHANISTAN 	PROPHAM 	4	57	0	0	0	0
2011 	AFGHANISTAN 	PROPICONAZOLE (TOTAL*) 	4	57	0	0	0	0
2011 	AFGHANISTAN 	PROPOXUR 	4	57	0	0	0	0
2011 	AFGHANISTAN 	PROTHIOFOS 	4	57	0	0	0	0
2011 	AFGHANISTAN 	PROTHOATE 	4	57	0	0	0	0
2011 	AFGHANISTAN 	PYMETROZINE 	2	29	0	0	0	0
2011 	AFGHANISTAN 	PYRACARBOLID 	4	57	0	0	0	0
2011 	AFGHANISTAN 	PYRACLOSTROBIN 	4	57	0	0	0	0
2011 	AFGHANISTAN 	PYRAZOPHOS (AFUGAN) 	4	57	0	0	0	0
2011 	AFGHANISTAN 	PYRIDABEN 	4	57	0	0	0	0
2011 	AFGHANISTAN 	PYRIDAPHENTHION 	4	57	0	0	0	0
2011 	AFGHANISTAN 	PYRIFENOX 	4	57	0	0	0	0
2011 	AFGHANISTAN 	PYRIMETHANIL 	4	57	0	0	0	0
2011 	AFGHANISTAN 	PYRIPROXYFEN 	4	57	0	0	0	0
2011 	AFGHANISTAN 	QUINALPHOS 	4	57	0	0	0	0
2011 	AFGHANISTAN 	QUINOXYFEN 	4	57	0	0	0	0
2011 	AFGHANISTAN 	QUINTOZENE (TOTAL) 	4	57	0	0	0	0
2011 	AFGHANISTAN 	RESMETHRIN 	4	57	0	0	0	0
2011 	AFGHANISTAN 	ROTENONE 	2	29	0	0	0	0
2011 	AFGHANISTAN 	SEBUTHYLAZINE 	2	29	0	0	0	0
2011 	AFGHANISTAN 	SECBUMETON 	4	57	0	0	0	0
2011 	AFGHANISTAN 	SIDURON 	2	29	0	0	0	0
2011 	AFGHANISTAN 	SIMAZINE 	4	57	0	0	0	0
2011 	AFGHANISTAN 	SIMETRYNE 	4	57	0	0	0	0
2011 	AFGHANISTAN 	SPINETORAM 	2	29	0	0	0	0
2011 	AFGHANISTAN 	SPINOSAD 	2	29	0	0	0	0
2011 	AFGHANISTAN 	SPINOSYN A 	2	29	0	0	0	0
2011 	AFGHANISTAN 	SPINOSYN D 	2	29	0	0	0	0
2011 	AFGHANISTAN 	SPIRODICLOFEN 	2	29	0	0	0	0
2011 	AFGHANISTAN 	SPIROMESIFEN 	2	29	0	0	0	0
2011 	AFGHANISTAN 	SPIROTETRAMAT 	2	29	0	0	0	0
2011 	AFGHANISTAN 	SPRIOXAMINE 	2	29	0	0	0	0
2011 	AFGHANISTAN 	SULFENTRAZONE 	2	29	0	0	0	0
2011 	AFGHANISTAN 	SULFOTEPP 	4	57	0	0	0	0
2011 	AFGHANISTAN 	SULPROFOS (TOTAL) 	4	57	0	0	0	0
2011 	AFGHANISTAN 	TEBUCONAZOLE 	4	57	0	0	0	0
2011 	AFGHANISTAN 	TEBUFENOZIDE 	2	29	0	0	0	0
2011 	AFGHANISTAN 	TEBUFENPYRAD 	4	57	0	0	0	0
2011 	AFGHANISTAN 	TEBUTHIURON 	4	57	0	0	0	0
2011 	AFGHANISTAN 	TECNAZENE (TOTAL) 	4	57	0	0	0	0
2011 	AFGHANISTAN 	TEFLUBENZURON 	2	29	0	0	0	0
2011 	AFGHANISTAN 	TEFLUTHRIN 	4	57	0	0	0	0
2011 	AFGHANISTAN 	TEMEPHOS 	2	29	0	0	0	0
